1004.6,4.3,79.0,26.0,G,G
1007.4,0.0,72.0,26.4,G,G
1010.0,0.0,68.7,25.5,G,G
1010.1,0.0,59.0,25.8,G,G
1006.4,0.0,49.3,27.6,G,G
1004.2,0.0,56.3,25.8,G,G
1005.4,0.0,58.3,25.0,G,G
1006.0,1.3,66.7,24.2,G,G
1004.3,0.0,64.3,24.3,G,G
1002.7,2.0,77.7,24.6,G,G
1002.0,0.0,73.7,25.8,G,Y
999.3,5.3,86.7,21.4,Y,G
1000.9,0.0,52.0,23.5,G,G
1000.9,0.0,43.3,27.1,G,Y
1006.5,9.0,83.0,17.1,Y,G
1006.1,8.0,54.7,19.3,G,Y
1007.8,6.0,83.7,16.1,Y,G
1011.5,0.0,63.0,20.1,G,G
1011.1,0.0,53.0,22.2,G,G
1008.5,0.0,63.3,23.8,G,G
1009.8,1.3,63.3,21.4,G,G
1011.1,0.0,55.0,21.4,G,G
1009.8,0.0,63.7,20.8,G,G
1012.1,1.7,69.7,20.6,G,Y
1017.2,7.3,60.0,20.0,Y,Y
1015.5,7.0,68.7,19.3,Y,G
1015.0,3.3,45.0,20.4,G,G
1014.6,3.3,54.7,20.5,G,G
1012.6,3.3,50.7,20.2,G,G
1010.3,3.7,61.0,19.7,G,G
1011.0,1.7,65.3,19.8,G,G
1010.4,0.0,70.0,20.7,G,Y
1006.2,6.3,75.3,20.0,Y,Y
1004.3,5.7,77.0,19.7,Y,Y
1005.1,4.0,84.3,20.2,Y,Y
1007.4,7.7,86.0,18.8,Y,Y
1005.6,7.3,86.0,18.4,Y,Y
1005.9,9.0,92.3,17.3,Y,Y
1006.1,7.3,80.3,18.8,Y,Y
1007.6,5.7,78.3,18.2,Y,G
1007.0,5.0,79.0,18.0,G,Y
1004.7,7.7,85.0,19.2,Y,Y
1004.2,7.0,75.7,19.7,Y,Y
1004.5,9.0,83.3,18.7,Y,G
1008.9,2.7,80.7,18.5,G,Y
1010.9,6.0,77.3,18.1,Y,G
1012.2,3.0,70.7,18.1,G,G
1010.7,1.3,81.3,18.0,G,G
1009.3,0.0,64.0,19.6,G,G
1009.0,0.0,62.3,20.2,G,G
1008.4,7.0,82.7,19.5,G,G
1007.2,7.0,90.7,20.0,G,G
